Run # 0
======
iter 0 : [1.1908456735497541, 0.9538461538461539, 0.3125, 0.820673076923077, (248, 792, 360, 12)]
iter 1 : [1.1373446920608066, 0.9730769230769231, 0.390625, 0.7912259615384616, (253, 702, 450, 7)]
iter 2 : [1.2656599027019568, 0.9346153846153846, 0.1996527777777778, 0.8674813034188035, (243, 922, 230, 17)]
iter 3 : [1.2193394719468098, 0.9538461538461539, 0.2717013888888889, 0.8410723824786326, (248, 839, 313, 12)]
iter 4 : [1.1851427326114494, 0.9576923076923077, 0.3211805555555556, 0.818255876068376, (249, 782, 370, 11)]
iter 5 : [1.1569365144797894, 0.9730769230769231, 0.3628472222222222, 0.8051148504273504, (253, 734, 418, 7)]
iter 6 : [1.1860648226997128, 0.9692307692307692, 0.3211805555555556, 0.8240251068376069, (252, 782, 370, 8)]
iter 7 : [1.043148146386816, 0.9230769230769231, 0.5190972222222222, 0.7019898504273505, (240, 554, 598, 20)]
iter 8 : [1.1656988367099106, 0.9769230769230769, 0.3506944444444444, 0.8131143162393162, (254, 748, 404, 6)]
iter 9 : [1.1745282547720328, 0.9384615384615385, 0.3333333333333333, 0.8025641025641026, (244, 768, 384, 16)]
iter 10 : [1.1991315031548213, 0.9576923076923077, 0.3012152777777778, 0.8282385149572651, (249, 805, 347, 11)]
iter 11 : [1.13384186965388, 0.9769230769230769, 0.3958333333333333, 0.7905448717948718, (254, 696, 456, 6)]
iter 12 : [1.1703017527087343, 0.9384615384615385, 0.3394097222222222, 0.7995259081196582, (244, 761, 391, 16)]
iter 13 : [1.1568434077398666, 0.9423076923076923, 0.359375, 0.7914663461538461, (245, 738, 414, 15)]
iter 14 : [1.2016496654725592, 0.9653846153846154, 0.2986111111111111, 0.8333867521367521, (251, 808, 344, 9)]
iter 15 : [1.1747934872596533, 0.9576923076923077, 0.3359375, 0.8108774038461539, (249, 765, 387, 11)]
iter 16 : [0.8828240713140835, 0.9692307692307692, 0.7508680555555556, 0.6091813568376069, (252, 287, 865, 8)]
iter 17 : [1.1921845566789588, 0.9615384615384616, 0.3116319444444444, 0.8249532585470085, (250, 793, 359, 10)]
iter 18 : [1.1998203856873446, 0.9653846153846154, 0.3012152777777778, 0.8320846688034188, (251, 805, 347, 9)]
iter 19 : [1.1847717105001552, 0.9538461538461539, 0.3211805555555556, 0.8163327991452991, (248, 782, 370, 12)]
iter 20 : [1.2037555024089825, 0.95, 0.2934027777777778, 0.828298611111111, (247, 814, 338, 13)]
iter 21 : [1.2169613883954964, 0.9, 0.2604166666666667, 0.8197916666666666, (234, 852, 300, 26)]
iter 22 : [1.0475660858086202, 0.9653846153846154, 0.5173611111111112, 0.7240117521367522, (251, 556, 596, 9)]
iter 23 : [1.2019456405842124, 0.9692307692307692, 0.2986111111111111, 0.8353098290598291, (252, 808, 344, 8)]
iter 24 : [1.1908456735497541, 0.9538461538461539, 0.3125, 0.820673076923077, (248, 792, 360, 12)]
iter 25 : [1.2003730895460953, 0.9730769230769231, 0.3012152777777778, 0.8359308226495726, (253, 805, 347, 7)]
iter 26 : [1.1704046125799852, 0.9346153846153846, 0.3385416666666667, 0.7980368589743589, (243, 762, 390, 17)]
iter 27 : [1.1921845566789588, 0.9615384615384616, 0.3116319444444444, 0.8249532585470085, (250, 793, 359, 10)]
iter 28 : [1.1987363929542252, 0.9538461538461539, 0.3012152777777778, 0.8263154380341882, (248, 805, 347, 12)]
iter 29 : [1.1552857133306291, 0.9769230769230769, 0.3654513888888889, 0.8057358440170941, (254, 731, 421, 6)]
Run # 1
======
iter 0 : [1.149772193514935, 0.9769230769230769, 0.3732638888888889, 0.8018295940170941, (254, 722, 430, 6)]
iter 1 : [1.182261438026308, 0.9423076923076923, 0.3229166666666667, 0.8096955128205128, (245, 780, 372, 15)]
iter 2 : [1.1348316844191113, 0.9615384615384616, 0.3932291666666667, 0.7841546474358974, (250, 699, 453, 10)]
iter 3 : [1.1595319434182096, 0.9653846153846154, 0.3585069444444444, 0.8034388354700855, (251, 739, 413, 9)]
iter 4 : [1.1703017527087343, 0.9384615384615385, 0.3394097222222222, 0.7995259081196582, (244, 761, 391, 16)]
iter 5 : [1.0035049455312084, 0.9538461538461539, 0.5789930555555556, 0.6874265491452992, (248, 485, 667, 12)]
iter 6 : [1.210446733027136, 0.8, 0.2074652777777778, 0.7962673611111111, (208, 913, 239, 52)]
iter 7 : [1.2163131085447827, 0.9538461538461539, 0.2760416666666667, 0.8389022435897436, (248, 834, 318, 12)]
iter 8 : [1.1076721372278033, 0.9307692307692308, 0.4279513888888889, 0.7514089209401711, (242, 659, 493, 18)]
iter 9 : [1.2778654410066224, 0.8769230769230769, 0.1484375, 0.8642427884615385, (228, 981, 171, 32)]
iter 10 : [1.1713773393375806, 0.9423076923076923, 0.3385416666666667, 0.8018830128205128, (245, 762, 390, 15)]
iter 11 : [1.1854820175352616, 0.9615384615384616, 0.3211805555555556, 0.8201789529914529, (250, 782, 370, 10)]
iter 12 : [1.0827108928657225, 0.9192307692307692, 0.4618055555555556, 0.7287126068376069, (239, 620, 532, 21)]
iter 13 : [1.1685653781355896, 0.9730769230769231, 0.3463541666666667, 0.8133613782051281, (253, 753, 399, 7)]
iter 14 : [1.1778543169648332, 0.9653846153846154, 0.3324652777777778, 0.8164596688034188, (251, 769, 383, 9)]
iter 15 : [1.0866355433770933, 0.926923076923077, 0.4574652777777778, 0.7347288995726496, (241, 625, 527, 19)]
iter 16 : [1.1790752982218742, 0.9653846153846154, 0.3307291666666667, 0.8173277243589743, (251, 771, 381, 9)]
