Run # 0
======
iter 0 : [1.0455115664136394, 0.9306930693069307, 0.5167967424499491, 0.7069481634284909, (94, 1424, 1523, 7)]
iter 1 : [0.9047678931918235, 0.9603960396039604, 0.7193756362402444, 0.620510201681858, (97, 827, 2120, 4)]
iter 2 : [0.8772824438503817, 0.9801980198019802, 0.7590770274855786, 0.6105604961582007, (99, 710, 2237, 2)]
iter 3 : [1.0698150198781402, 0.8910891089108911, 0.47472005429250086, 0.7081845273091951, (90, 1548, 1399, 11)]
iter 4 : [1.0608842171025326, 0.801980198019802, 0.45877163216830674, 0.6716042829257477, (81, 1595, 1352, 20)]
iter 5 : [0.8907144653194621, 0.9801980198019802, 0.7400746521886664, 0.6200616838066568, (99, 766, 2181, 2)]
iter 6 : [1.0400159499853088, 0.900990099009901, 0.5198506956226672, 0.6905697016936169, (91, 1415, 1532, 10)]
iter 7 : [0.9899571555414504, 0.9702970297029703, 0.5992534781133356, 0.6855217757948173, (98, 1181, 1766, 3)]
iter 8 : [0.9408615075986404, 0.9405940594059405, 0.666779776043434, 0.6369071416812533, (95, 982, 1965, 6)]
iter 9 : [0.9869377267943236, 0.9306930693069307, 0.6002714625042416, 0.6652108034013446, (94, 1178, 1769, 7)]
iter 10 : [1.1025404540506145, 0.8514851485148515, 0.4149983033593485, 0.7182434225777514, (86, 1724, 1223, 15)]
iter 11 : [1.1112924900045227, 0.8910891089108911, 0.41431964709874447, 0.7383847309060733, (90, 1726, 1221, 11)]
iter 12 : [1.0883232449538447, 0.9207920792079208, 0.4540210383440787, 0.7333855204319211, (93, 1609, 1338, 8)]
iter 13 : [0.9990915980661699, 0.9306930693069307, 0.5829657278588395, 0.6738636707240455, (94, 1229, 1718, 7)]
iter 14 : [1.1160291885035147, 0.900990099009901, 0.40990838140481844, 0.7455408588025412, (91, 1739, 1208, 10)]
iter 15 : [1.0818752347373268, 0.900990099009901, 0.4594502884289108, 0.720769905290495, (91, 1593, 1354, 10)]
iter 16 : [1.027280324535093, 0.900990099009901, 0.5381744146589752, 0.6814078421754629, (91, 1361, 1586, 10)]
iter 17 : [1.0294039543879683, 0.900990099009901, 0.5351204614862572, 0.6829348187618218, (91, 1370, 1577, 10)]
iter 18 : [0.977272438423428, 0.9108910891089109, 0.6114692908042076, 0.6497108991523517, (92, 1145, 1802, 9)]
iter 19 : [1.0463893369382897, 0.8910891089108911, 0.5086528673227011, 0.691218120794095, (90, 1448, 1499, 11)]
iter 20 : [1.0351333526153659, 0.8316831683168316, 0.508992195453003, 0.6613454864319143, (84, 1447, 1500, 17)]
iter 21 : [1.0235661844569677, 0.8811881188118812, 0.5395317271801833, 0.670828195815849, (89, 1357, 1590, 12)]
iter 22 : [1.040487347779154, 0.900990099009901, 0.5191720393620631, 0.6909090298239189, (91, 1417, 1530, 10)]
iter 23 : [0.7231828430594689, 1.0, 0.9772650152697658, 0.511367492365117, (101, 67, 2880, 0)]
iter 24 : [0.7071067811865477, 1.0, 1.0, 0.5, (101, 0, 2947, 0)]
iter 25 : [0.7071067811865477, 1.0, 1.0, 0.5, (101, 0, 2947, 0)]
iter 26 : [1.0532661892541146, 0.8811881188118812, 0.49643705463182897, 0.692375532090026, (89, 1484, 1463, 12)]
iter 27 : [1.0026854733813364, 0.8811881188118812, 0.5697319307770614, 0.6557280940174098, (89, 1268, 1679, 12)]
iter 28 : [0.9914043088864974, 0.8811881188118812, 0.5860196810315575, 0.6475842188901618, (89, 1220, 1727, 12)]
iter 29 : [0.9076863215599231, 0.9504950495049505, 0.7146250424160163, 0.6179350035444671, (96, 841, 2106, 5)]
Run # 1
======
iter 0 : [1.1279669452086125, 0.8910891089108911, 0.3898880217170003, 0.7506005435969453, (90, 1798, 1149, 11)]
iter 1 : [1.0644339367176237, 0.8910891089108911, 0.4825246012894469, 0.7042822538107221, (90, 1525, 1422, 11)]
iter 2 : [0.7898641776684909, 0.9504950495049505, 0.8815744825246012, 0.5344602834901746, (96, 349, 2598, 5)]
iter 3 : [0.9052926189448394, 0.9504950495049505, 0.7180183237190363, 0.6162383628929571, (96, 831, 2116, 5)]
iter 4 : [1.1624510343202559, 0.7821782178217822, 0.2816423481506617, 0.7502679348355603, (79, 2117, 830, 22)]
iter 5 : [1.115831058614374, 0.8514851485148515, 0.3949779436715304, 0.7282536024216605, (86, 1783, 1164, 15)]
iter 6 : [1.0711779919608342, 0.9306930693069307, 0.4801493043773329, 0.7252718824647989, (94, 1532, 1415, 7)]
iter 7 : [0.9908015421533716, 0.9108910891089109, 0.5921275873769936, 0.6593817508659587, (92, 1202, 1745, 9)]
iter 8 : [1.0126590947259002, 0.8712871287128713, 0.5531048523922634, 0.659091138160304, (88, 1317, 1630, 13)]
iter 9 : [0.7071067811865477, 1.0, 1.0, 0.5, (101, 0, 2947, 0)]
iter 10 : [0.9969695172731732, 0.9108910891089109, 0.5833050559891415, 0.6637930165598847, (92, 1228, 1719, 9)]
iter 11 : [0.7308609621629536, 1.0, 0.9664065151001018, 0.5167967424499491, (101, 99, 2848, 0)]
iter 12 : [0.9672370957603019, 0.8910891089108911, 0.6226671191041737, 0.6342109949033587, (90, 1112, 1835, 11)]
iter 13 : [0.7071067811865477, 1.0, 1.0, 0.5, (101, 0, 2947, 0)]
iter 14 : [1.0920460947121433, 0.8712871287128713, 0.43705463182897863, 0.7171162484419462, (88, 1659, 1288, 13)]
iter 15 : [1.0085343595014802, 0.8910891089108911, 0.5632846963013234, 0.6639022063047839, (90, 1287, 1660, 11)]
